date,name,category,value
2020-01-01,frenchb/b,other,1
2020-01-01,italianb/b,other,1
2020-01-01,germanb/b,other,2
2020-01-01,spanish - spainb/b,other,1
2020-01-01,koreanb/b,other,1
2020-01-01,japanese \r\n\r\nb/b,other,1
2020-01-01,italian \r\n\r\nb/b,other,1
2020-01-01,english (full audio),other,3
2020-01-01,russian\r\nb/b,other,1
2020-01-01,spanish - spain\r\nb/b,other,1
2020-01-01,slovakian,other,2
2020-01-01,english\r\nrussian\r\nspanish - spain\r\njapanese\r\nczech,other,1
2020-01-01,japanese (all with full audio support),other,1
2020-01-01,english dutch  english,other,1
2020-01-01,portuguese - portugal,other,156
2021-01-01,english,anglo,52522
2021-01-01,french,latin,12639
2021-01-01,italian,latin,8847
2021-01-01,german,anglo,13211
2021-01-01,spanish - spain,latin,11566
2021-01-01,japanese,japanese,9468
2021-01-01,portuguese - brazil,latin,6196
2021-01-01,russian,slavic,12286
2021-01-01,simplified chinese,chinese,11776
2021-01-01,traditional chinese,chinese,5764
2021-01-01,korean,korean,5967
2021-01-01,portuguese,latin,3659
2021-01-01,polish,other,5098
2021-01-01,turkish,turkish,3337
2021-01-01,czech,czech,2268
2021-01-01,hungarian,hungarian,1869
2021-01-01,dutch,anglo,2967
2021-01-01,ukrainian,slavic,1839
2021-01-01,danish,nordic,1670
2021-01-01,spanish - latin america,latin,2483
2021-01-01,arabic,arabic,1745
2021-01-01,romanian,latin,1406
2021-01-01,thai,other,1632
2021-01-01,finnish,nordic,1566
2021-01-01,norwegian,nordic,1566
2021-01-01,swedish,nordic,1982
2021-01-01,vietnamese,other,1104
2021-01-01,greek,greek,1415
2021-01-01,\r\nfrench,other,1
2021-01-01,\r\ngerman,other,1
2021-01-01,bulgarian,slavic,1242
2021-01-01,german;,other,2
2021-01-01,#lang_français,other,1
2021-01-01,russian\r\nenglish\r\nspanish - spain\r\nfrench\r\njapanese\r\nczech,other,1
2021-01-01,english&amp;lt;strong&amp;gt;&amp;lt;/strong&amp;gt;,other,3
2021-01-01,french&amp;lt;strong&amp;gt;&amp;lt;/strong&amp;gt;,other,3
2021-01-01,italian&amp;lt;strong&amp;gt;&amp;lt;/strong&amp;gt;,other,3
2021-01-01,german&amp;lt;strong&amp;gt;&amp;lt;/strong&amp;gt;,other,3
2021-01-01,spanish - spain&amp;lt;strong&amp;gt;&amp;lt;/strong&amp;gt;,other,3
2021-01-01,korean&amp;lt;strong&amp;gt;&amp;lt;/strong&amp;gt;,other,3
2021-01-01,japanese &amp;lt;br /&amp;gt;&amp;lt;br /&amp;gt;&amp;lt;strong&amp;gt;&amp;lt;/strong&amp;gt;,other,3
2021-01-01,traditional chinese (text only),other,1
2021-01-01,englishb/b,other,4
2021-01-01,frenchb/b,other,1
2021-01-01,italianb/b,other,1
2021-01-01,germanb/b,other,2
2021-01-01,spanish - spainb/b,other,1
2021-01-01,koreanb/b,other,1
2021-01-01,japanese \r\n\r\nb/b,other,1
2021-01-01,italian \r\n\r\nb/b,other,1
2021-01-01,english (full audio),other,3
2021-01-01,russian\r\nb/b,other,1
2021-01-01,spanish - spain\r\nb/b,other,1
2021-01-01,slovakian,other,2
2021-01-01,english\r\nrussian\r\nspanish - spain\r\njapanese\r\nczech,other,1
2021-01-01,japanese (all with full audio support),other,1
2021-01-01,english dutch  english,other,1
2021-01-01,portuguese - portugal,other,160
2022-01-01,english,anglo,64545
2022-01-01,french,latin,14984
2022-01-01,italian,latin,10424
2022-01-01,german,anglo,15568
2022-01-01,spanish - spain,latin,13746
2022-01-01,japanese,japanese,11930
2022-01-01,portuguese - brazil,latin,7630
2022-01-01,russian,slavic,14571
2022-01-01,simplified chinese,chinese,15065
2022-01-01,traditional chinese,chinese,7393
2022-01-01,korean,korean,7616
2022-01-01,portuguese,latin,4173
2022-01-01,danish,nordic,2073
2022-01-01,polish,other,6097
2022-01-01,turkish,turkish,4123
2022-01-01,czech,czech,2715
2022-01-01,hungarian,hungarian,2254
2022-01-01,dutch,anglo,3551
2022-01-01,ukrainian,slavic,2285
2022-01-01,spanish - latin america,latin,3329
2022-01-01,arabic,arabic,2181
2022-01-01,norwegian,nordic,1960
2022-01-01,romanian,latin,1765
2022-01-01,swedish,nordic,2431
2022-01-01,thai,other,2081
2022-01-01,vietnamese,other,1491
2022-01-01,finnish,nordic,1961
2022-01-01,bulgarian,slavic,1572
2022-01-01,greek,greek,1758
2022-01-01,\r\nfrench,other,1
2022-01-01,\r\ngerman,other,1
2022-01-01,german;,other,2
2022-01-01,#lang_français,other,1
2022-01-01,russian\r\nenglish\r\nspanish - spain\r\nfrench\r\njapanese\r\nczech,other,1
2022-01-01,english&amp;lt;strong&amp;gt;&amp;lt;/strong&amp;gt;,other,3
2022-01-01,french&amp;lt;strong&amp;gt;&amp;lt;/strong&amp;gt;,other,3
2022-01-01,italian&amp;lt;strong&amp;gt;&amp;lt;/strong&amp;gt;,other,3
2022-01-01,german&amp;lt;strong&amp;gt;&amp;lt;/strong&amp;gt;,other,3
2022-01-01,spanish - spain&amp;lt;strong&amp;gt;&amp;lt;/strong&amp;gt;,other,3
2022-01-01,korean&amp;lt;strong&amp;gt;&amp;lt;/strong&amp;gt;,other,3
2022-01-01,japanese &amp;lt;br /&amp;gt;&amp;lt;br /&amp;gt;&amp;lt;strong&amp;gt;&amp;lt;/strong&amp;gt;,other,3
2022-01-01,traditional chinese (text only),other,1
2022-01-01,englishb/b,other,4
2022-01-01,frenchb/b,other,1
2022-01-01,italianb/b,other,1
2022-01-01,germanb/b,other,2
2022-01-01,spanish - spainb/b,other,1
2022-01-01,koreanb/b,other,1
2022-01-01,japanese \r\n\r\nb/b,other,1
2022-01-01,italian \r\n\r\nb/b,other,1
2022-01-01,english (full audio),other,3
2022-01-01,russian\r\nb/b,other,1
2022-01-01,spanish - spain\r\nb/b,other,1
2022-01-01,slovakian,other,2
2022-01-01,english\r\nrussian\r\nspanish - spain\r\njapanese\r\nczech,other,1
2022-01-01,japanese (all with full audio support),other,1
2022-01-01,english dutch  english,other,1
2022-01-01,portuguese - portugal,other,510
2022-01-01,afrikaans,other,49
2022-01-01,amharic,other,46
2022-01-01,albanian,other,53
2022-01-01,assamese,other,45
2022-01-01,azerbaijani,other,52
2022-01-01,bangla,other,55
2022-01-01,basque,other,51
2022-01-01,belarusian,other,49
2022-01-01,bosnian,other,53
2022-01-01,dari,other,44
2022-01-01,indonesian,other,77
2022-01-01,armenian,other,46
2022-01-01,estonian,other,49
2022-01-01,persian,other,53
2022-01-01,filipino,other,49
2022-01-01,welsh,other,47
2022-01-01,galician,other,49
2022-01-01,gujarati,other,46
2022-01-01,georgian,other,51
2022-01-01,hausa,other,47
2022-01-01,hindi,other,62
2022-01-01,croatian,other,50
2022-01-01,kannada,other,46
2022-01-01,catalan,other,57
2022-01-01,kazakh,other,49
2022-01-01,quechua,other,46
2022-01-01,kiche,other,44
2022-01-01,khmer,other,45
2022-01-01,konkani,other,45
2022-01-01,kyrgyz,other,47
2022-01-01,latvian,other,54
2022-01-01,lithuanian,other,52
2022-01-01,luxembourgish,other,47
2022-01-01,macedonian,other,47
2022-01-01,malayalam,other,46
2022-01-01,malay,other,60
2022-01-01,maltese,other,47
2022-01-01,maori,other,46
2022-01-01,marathi,other,47
2022-01-01,mongolian,other,47
2022-01-01,nepali,other,46
2022-01-01,odia,other,46
2022-01-01,punjabi (gurmukhi),other,45
2022-01-01,punjabi (shahmukhi),other,45
2022-01-01,kinyarwanda,other,47
2022-01-01,sinhala,other,46
2022-01-01,sindhi,other,45
2022-01-01,slovak,other,63
2022-01-01,slovenian,other,48
2022-01-01,sorani,other,45
2022-01-01,sotho,other,47
2022-01-01,swahili,other,47
2022-01-01,serbian,other,55
2022-01-01,tajik,other,47
2022-01-01,tamil,other,46
2022-01-01,tatar,other,47
2022-01-01,telugu,other,46
2022-01-01,tigrinya,other,45
2022-01-01,tswana,other,44
2022-01-01,turkmen,other,47
2022-01-01,urdu,other,52
2022-01-01,uyghur,other,46
2022-01-01,valencian,other,44
2022-01-01,wolof,other,44
2022-01-01,xhosa,other,47
2022-01-01,yoruba,other,47
2022-01-01,zulu,other,47
2022-01-01,cherokee,other,44
2022-01-01,uzbek,other,52
2022-01-01,hebrew,other,58
2022-01-01,igbo,other,47
2022-01-01,irish,other,48
2022-01-01,scots,other,46
2022-01-01,icelandic,other,48
2023-01-01,english,anglo,77700
2023-01-01,french,latin,17981
2023-01-01,italian,latin,12533
2023-01-01,german,anglo,18567
2023-01-01,spanish - spain,latin,16624
2023-01-01,japanese,japanese,15328
2023-01-01,portuguese - brazil,latin,9464
2023-01-01,russian,slavic,17298
2023-01-01,simplified chinese,chinese,19205
2023-01-01,traditional chinese,chinese,9525
2023-01-01,korean,korean,9846
2023-01-01,portuguese,latin,4173
2023-01-01,danish,nordic,2734
2023-01-01,polish,other,7506
2023-01-01,turkish,turkish,5340
2023-01-01,czech,czech,3443
2023-01-01,hungarian,hungarian,2895
2023-01-01,dutch,anglo,4473
2023-01-01,ukrainian,slavic,3129
2023-01-01,spanish - latin america,latin,4489
2023-01-01,arabic,arabic,2863
2023-01-01,norwegian,nordic,2647
2023-01-01,romanian,latin,2386
2023-01-01,swedish,nordic,3187
2023-01-01,thai,other,2862
2023-01-01,vietnamese,other,2198
2023-01-01,finnish,nordic,2633
2023-01-01,bulgarian,slavic,2169
2023-01-01,greek,greek,2372
2023-01-01,\r\nfrench,other,1
2023-01-01,\r\ngerman,other,1
2023-01-01,german;,other,2
2023-01-01,#lang_français,other,1
2023-01-01,russian\r\nenglish\r\nspanish - spain\r\nfrench\r\njapanese\r\nczech,other,1
2023-01-01,english&amp;lt;strong&amp;gt;&amp;lt;/strong&amp;gt;,other,3
2023-01-01,french&amp;lt;strong&amp;gt;&amp;lt;/strong&amp;gt;,other,3
2023-01-01,italian&amp;lt;strong&amp;gt;&amp;lt;/strong&amp;gt;,other,3
2023-01-01,german&amp;lt;strong&amp;gt;&amp;lt;/strong&amp;gt;,other,3
2023-01-01,spanish - spain&amp;lt;strong&amp;gt;&amp;lt;/strong&amp;gt;,other,3
2023-01-01,korean&amp;lt;strong&amp;gt;&amp;lt;/strong&amp;gt;,other,3
2023-01-01,japanese &amp;lt;br /&amp;gt;&amp;lt;br /&amp;gt;&amp;lt;strong&amp;gt;&amp;lt;/strong&amp;gt;,other,3
2023-01-01,traditional chinese (text only),other,1
2023-01-01,englishb/b,other,4
2023-01-01,frenchb/b,other,1
2023-01-01,italianb/b,other,1
2023-01-01,germanb/b,other,2
2023-01-01,spanish - spainb/b,other,1
2023-01-01,koreanb/b,other,1
2023-01-01,japanese \r\n\r\nb/b,other,1
2023-01-01,italian \r\n\r\nb/b,other,1
2023-01-01,english (full audio),other,3
2023-01-01,russian\r\nb/b,other,1
2023-01-01,spanish - spain\r\nb/b,other,1
2023-01-01,slovakian,other,2
2023-01-01,english\r\nrussian\r\nspanish - spain\r\njapanese\r\nczech,other,1
2023-01-01,japanese (all with full audio support),other,1
2023-01-01,english dutch  english,other,1
2023-01-01,portuguese - portugal,other,1793
2023-01-01,afrikaans,other,370
2023-01-01,amharic,other,357
2023-01-01,albanian,other,371
2023-01-01,assamese,other,358
2023-01-01,azerbaijani,other,372
2023-01-01,bangla,other,377
2023-01-01,basque,other,377
2023-01-01,belarusian,other,373
2023-01-01,bosnian,other,369
2023-01-01,dari,other,351
2023-01-01,indonesian,other,595
2023-01-01,armenian,other,360
2023-01-01,estonian,other,377
2023-01-01,persian,other,371
2023-01-01,filipino,other,375
2023-01-01,welsh,other,362
2023-01-01,galician,other,371
2023-01-01,gujarati,other,359
2023-01-01,georgian,other,369
2023-01-01,hausa,other,360
2023-01-01,hindi,other,434
2023-01-01,croatian,other,377
2023-01-01,kannada,other,359
2023-01-01,catalan,other,415
2023-01-01,kazakh,other,365
2023-01-01,quechua,other,357
2023-01-01,kiche,other,350
2023-01-01,khmer,other,355
2023-01-01,konkani,other,356
2023-01-01,kyrgyz,other,359
2023-01-01,latvian,other,381
2023-01-01,lithuanian,other,380
2023-01-01,luxembourgish,other,363
2023-01-01,macedonian,other,365
2023-01-01,malayalam,other,361
2023-01-01,malay,other,400
2023-01-01,maltese,other,360
2023-01-01,maori,other,360
2023-01-01,marathi,other,359
2023-01-01,mongolian,other,364
2023-01-01,nepali,other,360
2023-01-01,odia,other,359
2023-01-01,punjabi (gurmukhi),other,360
2023-01-01,punjabi (shahmukhi),other,356
2023-01-01,kinyarwanda,other,361
2023-01-01,sinhala,other,358
2023-01-01,sindhi,other,355
2023-01-01,slovak,other,394
2023-01-01,slovenian,other,369
2023-01-01,sorani,other,354
2023-01-01,sotho,other,360
2023-01-01,swahili,other,362
2023-01-01,serbian,other,387
2023-01-01,tajik,other,361
2023-01-01,tamil,other,361
2023-01-01,tatar,other,361
2023-01-01,telugu,other,357
2023-01-01,tigrinya,other,353
2023-01-01,tswana,other,349
2023-01-01,turkmen,other,360
2023-01-01,urdu,other,369
2023-01-01,uyghur,other,360
2023-01-01,valencian,other,349
2023-01-01,wolof,other,349
2023-01-01,xhosa,other,359
2023-01-01,yoruba,other,360
2023-01-01,zulu,other,362
2023-01-01,cherokee,other,351
2023-01-01,uzbek,other,364
2023-01-01,hebrew,other,380
2023-01-01,igbo,other,359
2023-01-01,irish,other,366
2023-01-01,scots,other,359
2023-01-01,icelandic,other,368
2024-01-01,english,anglo,94889
2024-01-01,french,latin,22464
2024-01-01,italian,latin,15587
2024-01-01,german,anglo,23005
2024-01-01,spanish - spain,latin,20905
2024-01-01,japanese,japanese,20750
2024-01-01,portuguese - brazil,latin,12429
2024-01-01,russian,slavic,21471
2024-01-01,simplified chinese,chinese,25349
2024-01-01,traditional chinese,chinese,12730
2024-01-01,korean,korean,13405
2024-01-01,portuguese,latin,4173
2024-01-01,danish,nordic,3739
2024-01-01,polish,other,9608
2024-01-01,turkish,turkish,7310
2024-01-01,czech,czech,4540
2024-01-01,hungarian,hungarian,3895
2024-01-01,dutch,anglo,5758
2024-01-01,ukrainian,slavic,4461
2024-01-01,spanish - latin america,latin,6297
2024-01-01,arabic,arabic,3930
2024-01-01,norwegian,nordic,3661
2024-01-01,romanian,latin,3327
2024-01-01,swedish,nordic,4274
2024-01-01,thai,other,3970
2024-01-01,vietnamese,other,3193
2024-01-01,finnish,nordic,3621
2024-01-01,bulgarian,slavic,3062
2024-01-01,greek,greek,3302
2024-01-01,\r\nfrench,other,1
2024-01-01,\r\ngerman,other,1
2024-01-01,german;,other,2
2024-01-01,#lang_français,other,1
2024-01-01,russian\r\nenglish\r\nspanish - spain\r\nfrench\r\njapanese\r\nczech,other,1
2024-01-01,english&amp;lt;strong&amp;gt;&amp;lt;/strong&amp;gt;,other,3
2024-01-01,french&amp;lt;strong&amp;gt;&amp;lt;/strong&amp;gt;,other,3
2024-01-01,italian&amp;lt;strong&amp;gt;&amp;lt;/strong&amp;gt;,other,3
2024-01-01,german&amp;lt;strong&amp;gt;&amp;lt;/strong&amp;gt;,other,3
2024-01-01,spanish - spain&amp;lt;strong&amp;gt;&amp;lt;/strong&amp;gt;,other,3
2024-01-01,korean&amp;lt;strong&amp;gt;&amp;lt;/strong&amp;gt;,other,3
2024-01-01,japanese &amp;lt;br /&amp;gt;&amp;lt;br /&amp;gt;&amp;lt;strong&amp;gt;&amp;lt;/strong&amp;gt;,other,3
2024-01-01,traditional chinese (text only),other,1
2024-01-01,englishb/b,other,4
2024-01-01,frenchb/b,other,1
2024-01-01,italianb/b,other,1
2024-01-01,germanb/b,other,2
2024-01-01,spanish - spainb/b,other,1
2024-01-01,koreanb/b,other,1
2024-01-01,japanese \r\n\r\nb/b,other,1
2024-01-01,italian \r\n\r\nb/b,other,1
2024-01-01,english (full audio),other,3
2024-01-01,russian\r\nb/b,other,1
2024-01-01,spanish - spain\r\nb/b,other,1
2024-01-01,slovakian,other,2
2024-01-01,english\r\nrussian\r\nspanish - spain\r\njapanese\r\nczech,other,1
2024-01-01,japanese (all with full audio support),other,1
2024-01-01,english dutch  english,other,1
2024-01-01,portuguese - portugal,other,3797
2024-01-01,afrikaans,other,908
2024-01-01,amharic,other,876
2024-01-01,albanian,other,903
2024-01-01,assamese,other,875
2024-01-01,azerbaijani,other,902
2024-01-01,bangla,other,906
2024-01-01,basque,other,917
2024-01-01,belarusian,other,910
2024-01-01,bosnian,other,896
2024-01-01,dari,other,867
2024-01-01,indonesian,other,1608
2024-01-01,armenian,other,885
2024-01-01,estonian,other,917
2024-01-01,persian,other,914
2024-01-01,filipino,other,910
2024-01-01,welsh,other,894
2024-01-01,galician,other,903
2024-01-01,gujarati,other,884
2024-01-01,georgian,other,897
2024-01-01,hausa,other,884
2024-01-01,hindi,other,1049
2024-01-01,croatian,other,935
2024-01-01,kannada,other,882
2024-01-01,catalan,other,1002
2024-01-01,kazakh,other,900
2024-01-01,quechua,other,874
2024-01-01,kiche,other,866
2024-01-01,khmer,other,876
2024-01-01,konkani,other,873
2024-01-01,kyrgyz,other,881
2024-01-01,latvian,other,924
2024-01-01,lithuanian,other,928
2024-01-01,luxembourgish,other,889
2024-01-01,macedonian,other,891
2024-01-01,malayalam,other,884
2024-01-01,malay,other,972
2024-01-01,maltese,other,879
2024-01-01,maori,other,884
2024-01-01,marathi,other,881
2024-01-01,mongolian,other,893
2024-01-01,nepali,other,882
2024-01-01,odia,other,877
2024-01-01,punjabi (gurmukhi),other,882
2024-01-01,punjabi (shahmukhi),other,873
2024-01-01,kinyarwanda,other,881
2024-01-01,sinhala,other,882
2024-01-01,sindhi,other,877
2024-01-01,slovak,other,961
2024-01-01,slovenian,other,903
2024-01-01,sorani,other,871
2024-01-01,sotho,other,881
2024-01-01,swahili,other,891
2024-01-01,serbian,other,938
2024-01-01,tajik,other,883
2024-01-01,tamil,other,887
2024-01-01,tatar,other,881
2024-01-01,telugu,other,881
2024-01-01,tigrinya,other,869
2024-01-01,tswana,other,865
2024-01-01,turkmen,other,880
2024-01-01,urdu,other,898
2024-01-01,uyghur,other,878
2024-01-01,valencian,other,865
2024-01-01,wolof,other,865
2024-01-01,xhosa,other,884
2024-01-01,yoruba,other,884
2024-01-01,zulu,other,888
2024-01-01,cherokee,other,867
2024-01-01,uzbek,other,897
2024-01-01,hebrew,other,930
2024-01-01,igbo,other,885
2024-01-01,irish,other,894
2024-01-01,scots,other,883
2024-01-01,icelandic,other,906
